"","Year","name","value"
"190","2009","longshore_wind_May_North",2.16233253686846
"191","2009","longshore_wind_April_South",2.30516810666815
"192","2009","longshore_wind_May_South",1.01116269709676
"193","2010","crossshore_wind_April_North",-2.49820825793207
"194","2010","crossshore_wind_May_North",-4.35012091785964
"195","2010","crossshore_wind_April_South",1.57048416101532
"196","2010","crossshore_wind_May_South",3.78797102681634
"197","2010","longshore_wind_April_North",-0.0190918830920382
"198","2010","longshore_wind_May_North",-2.2655701269217
"199","2010","longshore_wind_April_South",-0.303348809129028
"200","2010","longshore_wind_May_South",-0.22698127676088
"201","2011","crossshore_wind_April_North",3.89898679146263
"202","2011","crossshore_wind_May_North",1.6822070324428
"203","2011","crossshore_wind_April_South",2.66437835151091
"204","2011","crossshore_wind_May_South",1.49553084220955
"205","2011","longshore_wind_April_North",5.43340850663743
"206","2011","longshore_wind_May_North",1.93252283298283
"207","2011","longshore_wind_April_South",4.63437784389663
"208","2011","longshore_wind_May_South",0.444770165366338
"209","2012","crossshore_wind_April_North",-2.48406612230834
"210","2012","crossshore_wind_May_North",-0.883883476483184
"211","2012","crossshore_wind_April_South",-1.53725014229955
"212","2012","crossshore_wind_May_South",0.972271824131503
"213","2012","longshore_wind_April_North",1.57755522882719
"214","2012","longshore_wind_May_North",0.0395979797464467
"215","2012","longshore_wind_April_South",0.767917964368591
"216","2012","longshore_wind_May_South",0.615890006413483
"217","2013","crossshore_wind_April_North",1.5294719677065
"218","2013","crossshore_wind_May_North",1.38168665043851
"219","2013","crossshore_wind_April_South",1.92969440585809
"220","2013","crossshore_wind_May_South",0.678115403157899
"221","2013","longshore_wind_April_North",1.57331258814007
"222","2013","longshore_wind_May_North",1.05358910396796
"223","2013","longshore_wind_April_South",2.25779195232865
"224","2013","longshore_wind_May_South",0.210010714012405
"225","2014","crossshore_wind_April_North",0.366281312654631
"226","2014","crossshore_wind_May_North",0.977928678380996
"227","2014","crossshore_wind_April_South",0.439113311116845
"228","2014","crossshore_wind_May_South",1.02601193950168
"229","2014","longshore_wind_April_North",4.94833325474346
"230","2014","longshore_wind_May_North",-2.85317586208772
"231","2014","longshore_wind_April_South",2.62124483785853
"232","2014","longshore_wind_May_South",-2.98469772338842
"233","2015","crossshore_wind_April_North",1.11722871427475
"234","2015","crossshore_wind_May_North",2.49184429690139
"235","2015","crossshore_wind_April_South",0.239002092041052
"236","2015","crossshore_wind_May_South",1.95232182285606
"237","2015","longshore_wind_April_North",2.03081067556776
"238","2015","longshore_wind_May_North",0.828729147550634
